tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent
436030,218568,True,Tue Oct 10 17:30:49 +0000 2017,"@VerizonSupport great example here of how to do it wrong. I've spent hours talking with a dozen Verizon reps, yet there aren't any notes - so each time I",436032,436029.0,support_request
918259,337996,True,Sat Oct 14 21:30:52 +0000 2017,@VerizonSupport I have been for the last 2 years! Still no service! You got demand here :),,918258.0,installation_availability
188217,160158,True,Wed Oct 04 03:22:35 +0000 2017,"@VerizonSupport Yes, I own a custom AV installation business. This is what I do. It's on your end.",,188207.0,internet_wifi_issue
1943470,577824,True,Mon Oct 30 03:26:02 +0000 2017,"@VerizonSupport Yes but it either says something like ""unable to join"" or ""incorrect password""",1943471,1943469.0,internet_wifi_issue
7964,532406,True,Fri Dec 01 02:41:06 +0000 2017,@VerizonSupport Was tooken care of thanks,1771162,7948.0,complaint_feedback
1952445,579764,True,Sun Oct 29 15:52:58 +0000 2017,@VerizonSupport I have to do that at least once a week.,1952447,1952444.0,router_equipment_issue
366429,202785,True,Sun Oct 08 20:26:54 +0000 2017,@VerizonSupport @115990 Ok thank s,,366428.0,complaint_feedback
2435139,179216,True,Sun Oct 29 14:12:19 +0000 2017,@VerizonSupport Award ceremony to wait for somebody that was apparently never coming ..keep up the good work,,2435137.0,complaint_feedback
1803876,542016,True,Wed Oct 18 01:41:48 +0000 2017,@VerizonSupport Unless you can get my internet working again no...,1803873,1803879.0,internet_wifi_issue
722758,293062,True,Wed Oct 11 20:22:18 +0000 2017,@VerizonSupport For caring about my loyalty the people on the phone didn’t even ask why I was disconnecting. Not even a small try to keep me. Just “when?”,722759,722756.0,complaint_feedback
961516,348168,True,Sun Oct 22 03:12:28 +0000 2017,@VerizonSupport Thanks for ur response tho I guess...,,961515.0,complaint_feedback
1760057,423936,True,Tue Nov 07 23:09:18 +0000 2017,@VerizonSupport Hasn't been connecting for days now,1760056,1760058.0,internet_wifi_issue
1765658,531036,True,Wed Nov 08 00:21:36 +0000 2017,@VerizonSupport Yes,1765659,1765657.0,other
2865733,676924,True,Tue Nov 28 00:25:25 +0000 2017,"@VerizonSupport Been on hold on a Verizon Store using your locations phone.
What's the excuse? https://t.co/KF9G3MVMdg",2865731,2865735.0,support_request
510740,237361,True,Fri Dec 01 22:34:32 +0000 2017,@VerizonSupport We use @116136 at the company (FIOS is not available here) and myself and most of our employees use @115722 at home. Our systems work great from home (everything we run is in the cloud) but we are pulling our hair out re comcast at the office...,510738,510741.0,installation_availability
1700394,515639,True,Mon Nov 06 21:18:05 +0000 2017,@VerizonSupport @258765  https://t.co/ZrRomZ4vLs,,1700391.0,other
2696374,757282,True,Sun Nov 19 18:28:38 +0000 2017,"@VerizonSupport Yes, it says "" the subscriber you have dialed is not in service"".",,2696373.0,mobile_phone_issue
1395297,444480,True,Thu Oct 19 13:19:22 +0000 2017,@VerizonSupport Well at the corner of Cain Rd and Versailles plank rd the corner poke national grid said it’s not there’s it’s Cable   said it’s verzion,,1395296.0,other
1831269,549491,True,Wed Oct 18 05:57:30 +0000 2017,@VerizonSupport Lol this shit is getting ridiculous,,1831268.0,complaint_feedback
1803880,542016,True,Wed Oct 18 01:38:59 +0000 2017,@VerizonSupport It said a 12 minute wait time. I have been on hold for 30 minutes. For the second time due to the first person hanging up on me.,1803879,1803881.0,support_request
1462061,191379,True,Thu Nov 02 19:17:45 +0000 2017,@VerizonSupport Wireless phone,1462063,1462060.0,mobile_phone_issue
1465375,460134,True,Thu Nov 02 19:33:33 +0000 2017,@VerizonSupport It is but orange/red,"1465377,1465378",1465374.0,router_equipment_issue
1966132,582740,True,Tue Oct 31 11:10:57 +0000 2017,"@VerizonSupport ...because, even though I am a 15 year Verizon customer, and a 7.5 year FiOS customer, I will solve this problems by looking at other",,1966131.0,complaint_feedback
1460772,459051,True,Mon Oct 16 20:30:00 +0000 2017,@VerizonSupport It's difficult to have this conversation 140 characters at a time. Would rather speak to someone on the phone (not someone in sales dept),,1460770.0,support_request
408634,212415,True,Mon Oct 09 23:00:39 +0000 2017,@VerizonSupport Please send me a number to call so someone can fix this bait &amp; switch. I've been on hold for over an hour. A direct line would be wonderful.,408635,408633.0,support_request
2648877,303436,True,Sun Nov 19 01:23:56 +0000 2017,@VerizonSupport I just got hung up on AZgAin!!!!!!!  2 hours. Waiting,2648876,2648878.0,support_request
1502830,468808,True,Mon Oct 16 23:13:42 +0000 2017,@VerizonSupport we know the whole area is out. Please get 583 back before 8pm,,1502829.0,service_outage
828136,317286,True,Fri Oct 13 21:55:19 +0000 2017,@VerizonSupport Right next to it,828137,828135.0,other
